FID,wkb_geometry,pk_class,pk_code,dc_id,construction_and_technical_condition,longitude,latitude,height,construction_type,material,standard_load_capacity_per_t,exclusive_load_capacity_per_t,exceptional_load_capacity_per_t,method_of_determination,subject_of_bridging,section_owner,section_manager,district,section_id,section_station_of_beginning_dc_m,kilometer_station_of_beginning_dc_km,cumulative_starting_station_dc_km
bridges_dc.723,POINT (48.53066517 21.547346828),cesta III. triedy,3658,M3311.01,Uspokojivý,21.5473468280,48.5306651700,235.198999,dosková,monolitický železobetón,21,32,280,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184792,2,0,3
bridges_dc.724,POINT (48.578677773 21.576882573),cesta III. triedy,3659,M5712.01,Veľmi zlý,21.5768825730,48.5786777730,147.178249,dosková,prefabrikovaný predpätý betón,38,93,238,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184824,44,0,5
bridges_dc.725,POINT (48.578414549 21.572776023),cesta III. triedy,3659,M4506.01,Uspokojivý,21.5727760230,48.5784145490,147.145999,dosková,monolitický železobetón,19,42,169,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184825,104,0,5
bridges_dc.726,POINT (48.515778431 21.619368395),cesta III. triedy,3661,M2487.01,Uspokojivý,21.6193683950,48.5157784310,131.289999,dosková,prefabrikovaný železobetón,40,100,336,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,184821,1,0,7
bridges_dc.727,POINT (48.47905903 21.794083863),cesta III. triedy,3663,M4854.01,Dobrý,21.7940838630,48.4790590300,109.713499,dosková,monolitický železobetón,24,31,235,odhadom,Vodný tok,KE SK,SC KSK - TV,Trebišov,184748,1,0,14
bridges_dc.728,POINT (48.513780623 21.712744898),cesta III. triedy,3664,M2809.01,Uspokojivý,21.7127448980,48.5137806230,132.238500,dosková,monolitický železobetón,21,32,280,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184772,301,0,4
bridges_dc.729,POINT (48.487150132 21.744788158),cesta III. triedy,3665,M314.01,Dobrý,21.7447881580,48.4871501320,144.856000,dosková,monolitický železobetón,22,35,291,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184768,97,0,3
bridges_dc.730,POINT (48.503655348 21.772172946),cesta III. triedy,3667,M1935.01,Uspokojivý,21.7721729460,48.5036553480,112.019000,dosková,prefabrikovaný predpätý betón,26,76,323,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,187333,343,0,0
bridges_dc.731,POINT (48.499538649 21.775559911),cesta III. triedy,3667,M4639.01,Zlý,21.7755599110,48.4995386490,112.933999,dosková,monolitický železobetón,26,32,142,odhadom,Vodný tok,KE SK,SC KSK - TV,Trebišov,4069,341,0,0
bridges_dc.732,POINT (48.48304448 21.771713822),cesta III. triedy,3667,M3554.01,Veľmi zlý,21.7717138220,48.4830444800,123.737250,dosková,prefabrikovaný železobetón,17,47,153,odhadom,Vodný tok,KE SK,SC KSK - TV,Trebišov,184752,1,0,2
bridges_dc.733,POINT (48.458650692 21.744477751),cesta III. triedy,3667,M3994.01,Zlý,21.7444777510,48.4586506920,176.775500,dosková,monolitický železobetón,10,32,280,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,183143,810,0,6
bridges_dc.734,POINT (48.458146519 21.743658422),cesta III. triedy,3667,M5844.01,Zlý,21.7436584220,48.4581465190,176.577000,dosková,monolitický železobetón,21,32,280,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,183143,895,0,6
bridges_dc.735,POINT (48.421438604 21.727496177),cesta III. triedy,3667,M524.01,Uspokojivý,21.7274961770,48.4214386040,135.352499,dosková,prefabrikovaný železobetón,40,104,336,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184716,84,0,11
bridges_dc.736,POINT (48.40892188 21.709821229),cesta III. triedy,3667,M2069.01,Uspokojivý,21.7098212290,48.4089218800,119.045499,dosková,monolitický železobetón,21,34,302,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184716,2,0,13
bridges_dc.737,POINT (48.503237361 21.777386322),cesta III. triedy,3668,M4946.01,Zlý,21.7773863220,48.5032373610,109.706000,dosková,prefabrikovaný predpätý betón,21,61,258,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,4067,635,0,0
bridges_dc.738,POINT (48.42524022 21.716677436),cesta III. triedy,3670,M647.01,Zlý,21.7166774360,48.4252402200,163.304000,klenbová,kameň,8,24,70,odhadom,Vodný tok,KE SK,SC KSK - TV,Trebišov,184719,2,0,1
bridges_dc.739,POINT (48.568185024 21.663737889),cesta III. triedy,3672,M7593.01,Uspokojivý,21.6637378890,48.5681850240,118.712000,dosková,monolitický železobetón,14,31,112,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,4351,421,0,1
bridges_dc.740,POINT (48.756286566 21.718415589),cesta III. triedy,3673,M5625.01,Uspokojivý,21.7184155890,48.7562865660,107.835500,klenbová,monolitický prostý betón,5,19,100,odhadom,Kanál,KE SK,SC KSK - TV,Trebišov,184861,74,0,2
bridges_dc.741,POINT (48.757799942 21.720099065),cesta III. triedy,3673,M6397.01,Uspokojivý,21.7200990650,48.7577999420,112.963749,trámová,prefabrikovaný predpätý betón,30,65,149,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,184861,278,0,2
bridges_dc.742,POINT (48.758379018 21.721212191),cesta III. triedy,3673,M3331.01,Uspokojivý,21.7212121910,48.7583790180,110.126999,dosková,monolitický železobetón,12,34,277,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,184861,392,0,2
bridges_dc.743,POINT (48.764256304 21.735034355),cesta III. triedy,3673,M2472.01,Dobrý,21.7350343550,48.7642563040,112.334250,trámová,prefabrikovaný predpätý betón,22,40,0,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184862,56,0,3
bridges_dc.744,POINT (48.633661708 21.690297446),cesta III. triedy,3676,M5368.01,Zlý,21.6902974460,48.6336617080,114.445500,dosková,monolitický železobetón,18,25,187,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,4304,19,0,0
bridges_dc.745,POINT (48.626025303 21.640785716),cesta III. triedy,3676,M4239.01,Uspokojivý,21.6407857160,48.6260253030,134.539499,dosková,monolitický železobetón,21,34,302,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184780,488,0,4
bridges_dc.746,POINT (48.556054392 21.720563683),cesta III. triedy,3677,M1874.01,Zlý,21.7205636830,48.5560543920,105.689249,dosková,prefabrikovaný železobetón,18,36,243,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,184760,959,0,5
bridges_dc.747,POINT (48.523743958 21.693828402),cesta III. triedy,3679,M4957.01,Veľmi zlý,21.6938284020,48.5237439580,112.398749,trámová,prefabrikovaný predpätý betón,30,62,123,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,4341,2,0,2
bridges_dc.748,POINT (48.467525191 21.678427801),cesta III. triedy,3680,M5363.01,Uspokojivý,21.6784278010,48.4675251910,177.915999,dosková,prefabrikovaný železobetón,39,92,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184705,24,0,3
bridges_dc.749,POINT (48.400443133 21.667657477),cesta III. triedy,3683,M5367.01,Zlý,21.6676574770,48.4004431330,103.785250,trámová,monolitický železobetón,36,55,135,odhadom,Vodný tok,KE SK,SC KSK - TV,Trebišov,3339,40,0,0
bridges_dc.750,POINT (48.467500216 21.793239829),cesta III. triedy,3685,M516.01,Uspokojivý,21.7932398290,48.4675002160,107.017999,rámová,prefabrikovaný železobetón,50,89,420,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,1258279,3,0,10
bridges_dc.751,POINT (48.351414733 21.739870201),cesta III. triedy,3686,M4779.01,Uspokojivý,21.7398702010,48.3514147330,97.389500,klenbová,monolitický prostý betón,10,22,100,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,183047,2,0,5
bridges_dc.752,POINT (48.334084839 21.829535191),cesta III. triedy,3689,M1772.01,Uspokojivý,21.8295351910,48.3340848390,98.031499,dosková,monolitický železobetón,26,59,116,odhadom,Kanál,KE SK,SC KSK - TV,Trebišov,183053,1,0,7
bridges_dc.753,POINT (48.369701863 21.83658618),cesta III. triedy,3690,M3629.01,Uspokojivý,21.8365861800,48.3697018630,96.823000,dosková,prefabrikovaný železobetón,40,98,272,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,183061,2,0,2
bridges_dc.754,POINT (48.372206842 21.859730268),cesta III. triedy,3690,M4790.01,Zlý,21.8597302680,48.3722068420,96.640750,dosková,prefabrikovaný železobetón,40,88,300,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,183061,4,0,4
bridges_dc.755,POINT (48.396813046 21.932453253),cesta III. triedy,3690,M3841.01,Veľmi zlý,21.9324532530,48.3968130460,98.060500,trámová,prefabrikovaný predpätý betón,19,48,117,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,3356,466,0,11
bridges_dc.756,POINT (48.47525 21.90051),cesta III. triedy,3695,M3406.01,Bezchybný,21.9005100000,48.4752500000,95.400000,trámová,spriahnutá oceľ-betón,32,80,196,statický výpočet,Záplavové územie,KE SK,SC KSK - TV,Trebišov,182979,254,0,5
bridges_dc.757,POINT (48.460239021 21.859166634),cesta III. triedy,3696,M7323.01,Uspokojivý,21.8591666340,48.4602390210,100.007500,klenbová,monolitický prostý betón,7,20,76,podľa tabuliek,Záplavové územie,KE SK,SC KSK - TV,Trebišov,182987,97,0,1
bridges_dc.758,POINT (48.415323345 21.919415696),cesta III. triedy,3697,M3191.01,Zlý,21.9194156960,48.4153233450,96.904999,dosková,prefabrikovaný železobetón,40,88,300,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,182995,1,0,2
bridges_dc.759,POINT (48.397779135 21.925699931),cesta III. triedy,3697,M338.01,Veľmi zlý,21.9256999310,48.3977791350,98.607499,trámová,prefabrikovaný predpätý betón,19,48,117,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,182995,3,0,4
bridges_dc.760,POINT (48.415325996 21.982685987),cesta III. triedy,3698,M3207.01,Uspokojivý,21.9826859870,48.4153259960,99.894499,dosková,prefabrikovaný železobetón,38,84,236,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,182998,48,0,1
bridges_dc.761,POINT (48.404524779 21.989662386),cesta III. triedy,3698,M5504.01,Zlý,21.9896623860,48.4045247790,99.930250,dosková,prefabrikovaný železobetón,25,64,156,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,183000,1,0,3
bridges_dc.762,POINT (48.429773208 22.02120189),cesta III. triedy,3699,M6672.01,Uspokojivý,22.0212018900,48.4297732080,0.000000,dosková,prefabrikovaný železobetón,35,82,270,podľa tabuliek,"Kanál,  Kanál",KE SK,SC KSK - TV,Trebišov,8850,9,0,0
bridges_dc.763,POINT (48.420971401 22.024812808),cesta III. triedy,3699,M7288.01,Veľmi zlý,22.0248128080,48.4209714010,102.267999,dosková,prefabrikovaný železobetón,38,84,236,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,3127,1,0,1
bridges_dc.764,POINT (48.407328495 22.026060379),cesta III. triedy,3699,M3666.01,Uspokojivý,22.0260603790,48.4073284950,109.748999,trámová,prefabrikovaný predpätý betón,25,64,156,podľa tabuliek,Železnica,KE SK,SC KSK - TV,Trebišov,3126,146,0,2
bridges_dc.765,POINT (48.401403274 22.066795048),cesta III. triedy,3699,M3523.01,Veľmi zlý,22.0667950480,48.4014032740,100.811249,dosková,prefabrikovaný železobetón,40,94,254,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,1258275,402,0,6
bridges_dc.766,POINT (48.455014312 22.054197944),cesta III. triedy,3700,M2338.01,Veľmi zlý,22.0541979440,48.4550143120,100.922999,dosková,prefabrikovaný železobetón,31,74,280,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,183013,782,0,3
bridges_dc.767,POINT (48.425644607 22.053278909),cesta III. triedy,3700,M883.01,Zlý,22.0532789090,48.4256446070,100.170499,dosková,prefabrikovaný železobetón,29,66,197,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,828255,895,0,7
bridges_dc.768,POINT (48.635651368 21.71719906),cesta III. triedy,3710,M917.01,Veľmi zlý,21.7171990600,48.6356513680,114.635500,dosková,prefabrikovaný predpätý betón,16,45,124,statický výpočet,Železnica,KE SK,SC KSK - TV,Trebišov,1070615,53,0,0
bridges_dc.769,POINT (48.635575951 21.718648931),cesta III. triedy,3710,M1051.01,Uspokojivý,21.7186489310,48.6355759510,107.475749,dosková,monolitický železobetón,18,25,187,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,4327,90,0,0
bridges_dc.770,POINT (48.637586115 21.726749716),cesta III. triedy,3710,M7632.01,Uspokojivý,21.7267497160,48.6375861150,105.155750,dosková,prefabrikovaný predpätý betón,20,62,174,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184755,348,0,1
bridges_dc.771,POINT (48.638983614 21.745229928),cesta III. triedy,3710,M3061.01,Zlý,21.7452299280,48.6389836140,101.579500,trámová,monolitický železobetón,6,7,38,odhadom,Vodný tok,KE SK,SC KSK - TV,Trebišov,1070620,24,0,2
bridges_dc.772,POINT (48.390126878 21.967211889),cesta III. triedy,3711,M3064.01,Veľmi zlý,21.9672118890,48.3901268780,98.710749,dosková,prefabrikovaný železobetón,12,32,78,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,183077,757,0,2
bridges_dc.773,POINT (48.389392574 21.969405995),cesta III. triedy,3711,M1417.01,Bezchybný,21.9694059950,48.3893925740,98.895499,dosková,prefabrikovaný železobetón,14,27,103,statický výpočet,Kanál,KE SK,SC KSK - TV,Trebišov,183077,950,0,2
bridges_dc.774,POINT (48.540542457 21.889180611),cesta III. triedy,3714,M3039.01,Zlý,21.8891806110,48.5405424570,99.525500,dosková,prefabrikovaný železobetón,11,22,145,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354620,86,0,6
bridges_dc.775,POINT (48.452292494 21.945714119),cesta III. triedy,3715,M2312.01,Veľmi zlý,21.9457141190,48.4522924940,100.330499,dosková,prefabrikovaný železobetón,40,99,309,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,3363,538,0,0
bridges_dc.776,POINT (48.453566211 21.930206638),cesta III. triedy,3715,M2940.01,Veľmi zlý,21.9302066380,48.4535662110,100.060500,trámová,prefabrikovaný predpätý betón,19,48,117,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,187305,415,0,1
bridges_dc.777,POINT (48.843155829 21.832337829),cesta III. triedy,3731,M3465.01,Zlý,21.8323378290,48.8431558290,127.669500,dosková,prefabrikovaný železobetón,32,77,391,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,4863,1,0,1
bridges_dc.778,POINT (48.843536354 21.827905911),cesta III. triedy,3731,M7664.01,Uspokojivý,21.8279059110,48.8435363540,128.641499,dosková,monolitický železobetón,16,17,104,odhadom,Kanál,KE SK,SC KSK - MI,Michalovce,4863,1,0,1
bridges_dc.779,POINT (48.76926975 21.853823037),cesta III. triedy,3732,M2861.01,Veľmi zlý,21.8538230370,48.7692697500,113.346999,dosková,prefabrikovaný železobetón,42,97,369,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,361554,1,0,1
bridges_dc.780,POINT (48.766977295 21.845745182),cesta III. triedy,3732,M7093.01,Veľmi zlý,21.8457451820,48.7669772950,114.395999,trámová,prefabrikovaný predpätý betón,24,52,120,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,361554,2,0,2
bridges_dc.781,POINT (48.773456696 21.835802267),cesta III. triedy,3732,M5657.01,Uspokojivý,21.8358022670,48.7734566960,116.964000,dosková,monolitický železobetón,26,43,378,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354515,900,0,4
bridges_dc.782,POINT (48.77385663 21.78804218),cesta III. triedy,3732,M2760.01,Uspokojivý,21.7880421800,48.7738566300,147.796499,klenbová,kameň,25,72,308,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354502,22,0,4
bridges_dc.783,POINT (48.778914237 21.830632262),cesta III. triedy,3733,M3531.01,Havarijný,21.8306322620,48.7789142370,120.072000,dosková,monolitický železobetón,26,43,378,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,4849,758,0,0
bridges_dc.784,POINT (48.792686131 21.814109762),cesta III. triedy,3733,M1794.01,Zlý,21.8141097620,48.7926861310,160.454500,dosková,monolitický železobetón,11,20,113,odhadom,Vodný tok,KE SK,SC KSK - MI,Michalovce,4849,2,0,2
bridges_dc.785,POINT (48.818363894 21.848347448),cesta III. triedy,3734,M242.01,Veľmi zlý,21.8483474480,48.8183638940,123.212000,dosková,prefabrikovaný železobetón,50,124,386,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,4865,379,0,0
bridges_dc.786,POINT (48.815697572 21.83007644),cesta III. triedy,3734,M4948.01,Uspokojivý,21.8300764400,48.8156975720,121.485499,dosková,monolitický železobetón,26,43,378,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,4865,1,0,1
bridges_dc.787,POINT (48.861296408 21.820086557),cesta III. triedy,3735,M5991.01,Uspokojivý,21.8200865570,48.8612964080,135.270250,dosková,monolitický železobetón,26,42,347,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354471,353,0,7
bridges_dc.788,POINT (48.677356328 21.71896275),cesta III. triedy,3736,M1843.01,Zlý,21.7189627500,48.6773563280,107.646750,dosková,monolitický železobetón,17,38,101,odhadom,Vodný tok,KE SK,SC KSK - TV,Trebišov,184848,92,0,3
bridges_dc.789,POINT (48.717995636 21.75164219),cesta III. triedy,3737,M1814.01,Uspokojivý,21.7516421900,48.7179956360,107.058000,dosková,monolitický železobetón,12,18,101,odhadom,Kanál,KE SK,SC KSK - MI,Michalovce,354492,15,0,2
bridges_dc.790,POINT (48.724867653 21.736679422),cesta III. triedy,3737,M5717.01,Dobrý,21.7366794220,48.7248676530,106.955000,klenbová,monolitický prostý betón,26,50,195,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,354499,525,0,4
bridges_dc.791,POINT (48.727737421 21.717112163),cesta III. triedy,3737,M5642.01,Zlý,21.7171121630,48.7277374210,105.685249,dosková,prefabrikovaný železobetón,19,38,244,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,7126,687,0,5
bridges_dc.792,POINT (48.729655583 21.714484485),cesta III. triedy,3737,M6936.01,Veľmi zlý,21.7144844850,48.7296555830,108.250750,trámová,prefabrikovaný predpätý betón,24,56,144,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,7126,952,0,6
bridges_dc.793,POINT (48.730689404 21.697686599),cesta III. triedy,3737,M2677.01,Zlý,21.6976865990,48.7306894040,112.204500,dosková,prefabrikovaný železobetón,19,48,117,podľa tabuliek,Kanál,KE SK,SC KSK - TV,Trebišov,4879,312,0,7
bridges_dc.794,POINT (48.697670259 21.850470723),cesta III. triedy,3738,M4443.01,Uspokojivý,21.8504707230,48.6976702590,110.163249,dosková,monolitický železobetón,10,19,107,odhadom,Vodný tok,KE SK,SC KSK - MI,Michalovce,354638,198,0,3
bridges_dc.795,POINT (48.684905053 21.888502865),cesta III. triedy,3739,M2197.01,Zlý,21.8885028650,48.6849050530,107.438999,trámová,prefabrikovaný predpätý betón,24,49,119,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,354649,2,0,5
bridges_dc.796,POINT (48.64530669 21.896848847),cesta III. triedy,3739,M1029.01,Veľmi zlý,21.8968488470,48.6453066900,104.521500,trámová,monolitický železobetón,19,32,80,odhadom,Kanál,KE SK,SC KSK - MI,Michalovce,354617,1,0,10
bridges_dc.797,POINT (48.583993777 21.917318711),cesta III. triedy,3739,M3139.01,Zlý,21.9173187110,48.5839937770,101.728000,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,354684,545,0,17
bridges_dc.798,POINT (48.568436338 21.912021983),cesta III. triedy,3739,M6993.01,Veľmi zlý,21.9120219830,48.5684363380,101.506750,dosková,prefabrikovaný železobetón,27,63,290,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,354687,1,0,19
bridges_dc.799,POINT (48.659021334 21.887137355),cesta III. triedy,3740,M3042.01,Uspokojivý,21.8871373550,48.6590213340,103.899749,dosková,monolitický železobetón,22,31,234,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,4045,52,0,0
bridges_dc.800,POINT (48.655164125 21.874425804),cesta III. triedy,3740,M6415.01,Veľmi zlý,21.8744258040,48.6551641250,103.865500,dosková,prefabrikovaný železobetón,40,99,308,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,354619,1,0,1
bridges_dc.801,POINT (48.793905981 21.900719962),cesta III. triedy,3741,M1687.01,Veľmi zlý,21.9007199620,48.7939059810,120.153749,trámová,prefabrikovaný predpätý betón,24,54,91,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,355673,1,0,4
bridges_dc.802,POINT (48.81232593 21.892627403),cesta III. triedy,3741,M6027.01,Uspokojivý,21.8926274030,48.8123259300,124.603499,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Vodný tok,KE SK,SC KSK - MI,Michalovce,355676,29,0,6
bridges_dc.803,POINT (48.865021459 21.870360967),cesta III. triedy,3741,M3892.01,Uspokojivý,21.8703609670,48.8650214590,141.940000,dosková,prefabrikovaný železobetón,42,97,369,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,354475,70,0,12
bridges_dc.804,POINT (48.87788 21.85255),cesta III. triedy,3741,M9859.01,Uspokojivý,21.8525500000,48.8778800000,,rámová,monolitický železobetón,0,0,0,(neznámy),Kanál,KE SK,SC KSK - MI,Michalovce,354478,18,0,14
bridges_dc.805,POINT (48.877372174 21.850616347),cesta III. triedy,3741,M158.01,Bezchybný,21.8506163470,48.8773721740,134.481499,trámová,prefabrikovaný predpätý betón,24,54,98,odhadom,Vodný tok,KE SK,SC KSK - MI,Michalovce,354478,54,0,14
bridges_dc.806,POINT (48.809650325 22.086398816),cesta III. triedy,3743,M2572.01,Zlý,22.0863988160,48.8096503250,119.525250,dosková,prefabrikovaný železobetón,50,118,317,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,2341,777,0,0
bridges_dc.807,POINT (48.796528992 22.078387553),cesta III. triedy,3743,M957.01,Uspokojivý,22.0783875530,48.7965289920,107.683000,dosková,monolitický železobetón,36,79,271,odhadom,Vodný tok,KE SK,SC KSK - MI,Michalovce,2341,2,2,2
bridges_dc.808,POINT (48.784397432 22.069601952),cesta III. triedy,3743,M6588.01,Zlý,22.0696019520,48.7843974320,107.594249,dosková,prefabrikovaný železobetón,47,114,363,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,2341,3,3,3
bridges_dc.809,POINT (48.69659686 22.106195838),cesta III. triedy,3743,M6362.01,Uspokojivý,22.1061958380,48.6965968600,104.579249,dosková,monolitický železobetón,23,51,177,odhadom,Vodný tok,KE SK,SC KSK - MI,Sobrance,272199,889,15,15
bridges_dc.810,POINT (48.693989527 22.11159234),cesta III. triedy,3743,M6141.01,Dobrý,22.1115923400,48.6939895270,102.937999,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Sobrance,272201,40,16,16
bridges_dc.811,POINT (48.689769302 22.129920005),cesta III. triedy,3743,M2637.01,Zlý,22.1299200050,48.6897693020,104.049249,trámová,prefabrikovaný predpätý betón,30,62,122,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Sobrance,272201,1,18,18
bridges_dc.812,POINT (48.685011938 22.13662024),cesta III. triedy,3743,M912.01,Uspokojivý,22.1366202400,48.6850119380,102.823749,dosková,monolitický železobetón,23,54,191,odhadom,Vodný tok,KE SK,SC KSK - MI,Sobrance,272201,2,19,19
bridges_dc.813,POINT (48.685556929 21.930700919),cesta III. triedy,3744,M4884.01,Zlý,21.9307009190,48.6855569290,106.727249,trámová,prefabrikovaný predpätý betón,30,62,147,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,355637,1,6,6
bridges_dc.814,POINT (48.654991885 21.939319499),cesta III. triedy,3744,M3497.01,Uspokojivý,21.9393194990,48.6549918850,102.266000,dosková,prefabrikovaný predpätý betón,48,89,318,podľa tabuliek,Kanál,KE SK,SC KSK - MI,Michalovce,355638,2,11,11
bridges_dc.815,POINT (48.640226513 21.930185189),cesta III. triedy,3744,M5993.01,Veľmi zlý,21.9301851890,48.6402265130,102.488750,dosková,monolitický železobetón,14,18,113,podľa tabuliek,Vodný tok,KE SK,SC KSK - MI,Michalovce,355638,4,13,13
